"","Sex","Whole.wt","Shucked.wt","Viscera.wt"
"3202","F",1.511,0.5095,0.284
"3203","F",1.3035,0.501,0.295
"3204","F",1.3955,0.456,0.3205
"3205","M",0.1975,0.0795,0.0375
"3210","M",1.0055,0.3785,0.244
"3211","F",1.1345,0.4535,0.27
"3212","F",1.0835,0.3745,0.326
"3213","F",0.868,0.33,0.243
"3214","F",1.0915,0.452,0.275
"3215","F",1.271,0.531,0.3075
"3216","M",1.4985,0.4125,0.3075
"3217","M",0.388,0.149,0.087
"3218","F",1.2355,0.4435,0.3105
"3219","M",1.402,0.483,0.3205
"3220","M",0.6025,0.216,0.138
"3221","M",0.2775,0.109,0.0515
"3222","M",0.973,0.2985,0.2135
"3223","M",0.753,0.258,0.171
"3224","M",1.3765,0.44,0.3075
"3226","F",0.4135,0.1645,0.106
"3227","F",0.56,0.231,0.137
"3229","F",1.2765,0.4835,0.328
"3230","M",0.96,0.387,0.2385
"3231","M",0.3745,0.158,0.081
"3232","M",0.696,0.2405,0.1625
"3233","F",1.2955,0.5215,0.3225
"3234","F",1.2315,0.4525,0.238
"3235","M",1.383,0.596,0.2565
"3237","M",1.156,0.428,0.289
"3238","M",1.477,0.6375,0.3025
"3239","F",1.5715,0.6935,0.318
"3240","M",0.858,0.377,0.1585
"3241","M",1.4995,0.6265,0.4005
"3242","M",1.467,0.5825,0.303
"3243","F",1.092,0.396,0.2825
"3244","F",1.8165,0.7785,0.4395
"3245","F",1.6365,0.694,0.3005
"3246","M",0.906,0.342,0.219
"3247","F",1.213,0.464,0.306
"3248","M",1.06,0.402,0.28
"3249","M",0.161,0.0725,0.039
"3250","F",0.459,0.197,0.1145
"3252","M",0.6175,0.3,0.142
"3254","F",0.4195,0.194,0.1005
"3256","F",0.8745,0.375,0.193
"3257","M",0.655,0.3185,0.15
"3258","M",0.484,0.2155,0.102
"3259","M",1.4435,0.6145,0.3035
"3260","F",0.8775,0.3345,0.2145
"3261","F",1.3105,0.58,0.288
"3262","F",1.2515,0.5035,0.2925
"3263","M",0.9085,0.398,0.197
"3264","F",1.1705,0.5405,0.3175
"3265","M",0.528,0.2,0.1395
"3266","F",0.6625,0.3005,0.1635
"3267","F",0.4335,0.2105,0.1205
"3268","M",0.3595,0.1415,0.0885
"3269","F",1.107,0.402,0.2415
"3270","F",0.8595,0.3195,0.1775
"3271","M",0.7735,0.297,0.123
"3272","M",0.4365,0.169,0.1075
"3273","F",0.501,0.192,0.1175
"3274","F",0.6735,0.265,0.124
"3275","M",0.415,0.215,0.082
"3276","M",0.4775,0.2,0.0785
"3277","F",0.5555,0.213,0.1075
"3278","M",0.6445,0.26,0.1575
"3279","F",1.428,0.493,0.318
"3280","M",1.6195,0.533,0.353
"3281","M",0.81,0.317,0.157
"3282","F",1.0385,0.414,0.26
"3283","F",0.9715,0.371,0.235
"3284","M",0.868,0.348,0.217
"3285","F",1.522,0.6965,0.3025
"3286","F",1.1255,0.4985,0.227
"3287","M",0.7085,0.305,0.1455
"3288","F",1.0185,0.4695,0.225
"3289","M",0.72,0.275,0.164
"3290","F",0.6175,0.262,0.122
"3291","M",0.738,0.2845,0.17
"3292","F",0.597,0.2615,0.135
"3293","M",1.156,0.5525,0.243
"3294","F",1.22,0.4905,0.3
"3295","M",0.7485,0.3345,0.1315
"3296","F",1.0735,0.437,0.205
"3297","M",1.229,0.524,0.278
"3298","F",1.146,0.477,0.23
"3299","M",1.145,0.4325,0.27
"3300","F",1.1055,0.4445,0.227
"3301","F",1.67,0.6525,0.4875
"3302","F",1.555,0.6465,0.3705
"3303","F",0.9285,0.302,0.1805
"3304","F",0.8085,0.3235,0.183
"3307","F",0.438,0.1805,0.1165
"3308","M",0.099,0.037,0.024
"3310","F",1.166,0.483,0.238
"3311","F",0.507,0.1915,0.1365
"3312","F",0.6345,0.243,0.1335
"3313","M",0.314,0.138,0.057
"3315","M",0.195,0.0745,0.041
"3316","M",0.451,0.171,0.0705
"3317","M",0.084,0.034,0.0105
"3318","M",0.0245,0.0095,0.0045
"3319","F",1.4685,0.4715,0.3235
"3320","F",0.7765,0.302,0.1565
"3322","F",0.5885,0.2475,0.1505
"3323","F",0.3375,0.1435,0.0755
"3325","M",0.163,0.0615,0.037
"3329","F",0.6855,0.2905,0.145
"3330","F",0.314,0.146,0.0555
"3331","F",0.7005,0.312,0.165
"3335","F",0.382,0.1465,0.079
"3336","F",0.4435,0.185,0.09
"3338","F",1.71,0.5415,0.309
"3339","F",0.8575,0.3465,0.1785
"3341","F",0.59,0.215,0.125
"3342","M",0.34,0.1315,0.085
"3343","F",0.385,0.166,0.046
"3345","F",0.59,0.232,0.141
"3347","M",0.3005,0.1215,0.0575
"3351","F",0.584,0.224,0.1355
"3352","F",0.829,0.3535,0.1685
"3354","F",0.4385,0.206,0.098
"3358","M",0.106,0.0415,0.023
"3360","F",1.073,0.4005,0.2345
"3361","M",0.306,0.121,0.0735
"3362","M",0.301,0.124,0.069
"3364","M",0.171,0.0655,0.0365
"3366","M",0.0905,0.035,0.02
"3370","M",0.44,0.169,0.1065
"3371","M",0.163,0.0615,0.034
"3373","M",0.9715,0.3225,0.194
"3374","F",0.588,0.237,0.1715
"3375","F",0.5325,0.2085,0.1805
"3378","M",0.1635,0.0615,0.0345
"3381","M",0.9955,0.3245,0.2665
"3382","M",0.6605,0.2605,0.161
"3383","M",0.721,0.3055,0.1725
"3384","F",0.1485,0.0585,0.0335
"3385","F",0.487,0.194,0.1455
"3386","M",0.955,0.341,0.2535
"3387","M",0.873,0.3035,0.196
"3388","M",1.65,0.734,0.4505
"3389","M",1.1285,0.377,0.3525
"3390","M",1.1115,0.5035,0.2785
"3391","M",0.9745,0.353,0.174
"3392","M",1.4605,0.5835,0.3155
"3393","M",1.0105,0.368,0.222
"3394","M",1.0765,0.412,0.253
"3395","F",1.2225,0.357,0.202
"3396","M",1.616,0.5495,0.332
"3397","F",0.559,0.1955,0.1215
"3398","M",0.2205,0.0855,0.0515
"3399","F",0.44,0.19,0.1025
"3400","M",0.879,0.28,0.2165
"3401","M",0.6815,0.2145,0.1405
"3402","M",0.5795,0.1685,0.125
"3404","M",0.224,0.0815,0.0575
"3413","M",0.674,0.3325,0.1235
"3414","F",0.5265,0.249,0.1005
"3415","F",1.0315,0.432,0.2025
"3416","M",0.9,0.472,0.182
"3417","M",1.0165,0.491,0.221
"3418","F",1.2495,0.4945,0.27
"3419","M",1.1685,0.539,0.279
"3420","F",1.148,0.444,0.214
"3421","M",1.089,0.5195,0.223
"3422","M",1.0325,0.497,0.2175
"3423","F",1.172,0.536,0.254
"3424","M",1.3715,0.567,0.307
"3425","F",1.5055,0.6565,0.341
"3426","M",1.9045,0.882,0.44
"3427","M",2.4925,1.1455,0.575
"3441","F",0.4705,0.1955,0.118
"3442","M",0.643,0.349,0.1155
"3444","F",0.569,0.256,0.1325
"3447","F",0.5725,0.2555,0.1325
"3448","M",0.6435,0.2885,0.157
"3449","M",0.8115,0.4035,0.166
"3450","F",0.7115,0.3205,0.159
"3451","M",0.9155,0.3645,0.195
"3452","F",0.8815,0.43,0.1975
"3453","F",0.931,0.4445,0.171
"3454","F",1.065,0.4985,0.2145
"3455","M",1.1385,0.502,0.2295
"3456","F",1.234,0.598,0.238
"3457","F",1.2635,0.53,0.315
"3458","F",1.0745,0.4925,0.236
"3459","M",1.403,0.6715,0.2925
"3460","M",1.1325,0.5235,0.2505
"3461","F",1.1115,0.4495,0.2825
"3462","F",1.255,0.525,0.2415
"3463","M",1.437,0.5855,0.293
"3464","M",1.3635,0.583,0.2985
"3465","F",1.1435,0.4915,0.2345
"3466","M",1.4545,0.642,0.3575
"3467","M",1.478,0.5815,0.381
"3468","F",1.6885,0.7295,0.407
"3469","F",2.0725,0.8655,0.4095
"3470","M",1.787,0.718,0.385
"3471","F",1.523,0.8045,0.3595
"3486","F",1.1155,0.509,0.239
"3489","F",0.627,0.2905,0.1165
"3490","M",0.7465,0.348,0.1515
"3491","M",0.985,0.4645,0.201
"3492","M",0.85,0.4165,0.1685
"3493","M",0.838,0.4155,0.146
"3494","F",0.812,0.4055,0.163
"3495","M",0.7615,0.3695,0.17
"3496","M",0.87,0.3945,0.2195
"3497","F",0.9835,0.4845,0.242
"3498","M",0.929,0.38,0.24
"3499","F",1.0155,0.491,0.1905
"3500","M",0.939,0.4475,0.196
"3501","M",1.164,0.5045,0.2635
"3502","M",1.214,0.5315,0.2835
"3503","F",1.1345,0.4695,0.257
"3504","F",1.233,0.592,0.274
"3505","M",1.0815,0.4715,0.254
"3506","M",1.179,0.605,0.258
"3507","F",1.1635,0.554,0.239
"3508","F",1.1545,0.4865,0.341
"3509","F",1.3345,0.667,0.2665
"3510","M",1.469,0.7115,0.3335
"3511","M",1.492,0.7185,0.36
"3512","F",1.5585,0.7285,0.402
"3513","F",1.3275,0.556,0.2805
"3514","M",1.6615,0.8005,0.3645
"3515","F",1.492,0.6425,0.3905
"3516","F",1.7365,0.7755,0.3965
"3517","F",1.6605,0.8605,0.3275
"3518","M",1.348,0.8985,0.4435
"3519","M",1.7405,0.871,0.347
"3520","F",1.7185,0.7925,0.401
"3538","M",0.4385,0.2075,0.0715
"3548","F",0.594,0.28,0.11
"3550","M",0.5585,0.2575,0.119
"3555","M",0.78,0.3165,0.169
"3559","F",1.2365,0.5305,0.2455
"3560","M",1.186,0.6355,0.2315
"3562","F",0.8875,0.4315,0.1915
"3565","F",0.895,0.3605,0.221
"3566","M",0.886,0.3605,0.211
"3570","M",1.041,0.54,0.166
"3571","F",0.9355,0.4035,0.2275
"3572","F",1.058,0.486,0.25
"3573","F",0.7955,0.3425,0.1795
"3574","F",1.0805,0.4995,0.2245
"3575","M",0.928,0.4225,0.183
"3576","F",1.059,0.441,0.19
"3577","M",1.157,0.522,0.2235
"3578","F",1.088,0.4905,0.2475
"3579","F",0.776,0.3545,0.1585
"3580","F",1.043,0.4835,0.221
"3581","M",1.1415,0.5795,0.2145
"3582","F",1.3335,0.605,0.2875
"3583","F",1.273,0.564,0.302
"3584","M",1.1835,0.517,0.2375
"3585","M",1.2135,0.631,0.2235
"3587","M",1.3695,0.657,0.3055
"3588","M",1.3745,0.75,0.1805
"3589","M",1.463,0.658,0.3135
"3590","F",1.6275,0.689,0.3905
"3591","F",1.3875,0.58,0.3485
"3592","M",1.46,0.686,0.311
"3593","F",1.2835,0.583,0.1255
"3594","F",1.3765,0.6485,0.288
"3595","M",1.6465,0.749,0.422
"3596","M",1.265,0.6025,0.299
"3597","M",1.56,0.647,0.383
"3598","M",1.6,0.708,0.3525
"3599","M",2.333,1.2395,0.3645
"3606","F",0.5805,0.2865,0.118
"3607","M",0.678,0.341,0.1325
"3608","M",0.8035,0.409,0.144
"3609","F",0.913,0.4585,0.196
"3610","M",0.8675,0.3935,0.221
"3611","F",1.0425,0.4635,0.24
"3612","M",1.14,0.423,0.2575
"3613","F",1.3475,0.7045,0.25
"3614","M",1.0735,0.4375,0.2585
"3615","M",1.4335,0.7315,0.305
"3616","M",1.304,0.5795,0.3115
"3617","M",0.9505,0.4915,0.2
"3618","M",1.385,0.6355,0.2955
"3619","F",1.12,0.4955,0.2645
"3620","F",1.2645,0.565,0.3375
"3621","F",1.275,0.583,0.303
"3622","M",1.27,0.6035,0.262
"3623","M",1.583,0.7395,0.3505
"3624","F",1.4355,0.643,0.345
"3625","F",1.42,0.573,0.368
"3626","M",1.5955,0.678,0.331
"3627","M",1.89,0.95,0.436
"3628","F",2.037,0.87,0.5145
"3652","F",0.8735,0.4205,0.182
"3655","M",0.769,0.346,0.173
"3657","M",0.7315,0.336,0.156
"3659","M",0.737,0.349,0.15
"3660","F",0.654,0.2945,0.1315
"3667","F",1.034,0.437,0.2225
"3668","F",0.9855,0.4325,0.2145
"3670","M",0.9895,0.4235,0.199
"3672","F",0.964,0.5005,0.1715
"3673","F",1.0455,0.4565,0.24
"3674","F",1.081,0.49,0.2525
"3675","M",1.012,0.441,0.2015
"3676","F",1.122,0.5095,0.256
"3677","M",1.1245,0.492,0.222
"3678","F",1.1345,0.4305,0.2525
"3679","M",1.0805,0.517,0.2495
"3680","F",1.0835,0.4525,0.273
"3681","M",1.242,0.5675,0.287
"3682","M",1.3915,0.726,0.2795
"3683","M",1.085,0.454,0.1965
"3685","M",1.0855,0.481,0.2575
"3686","F",1.3025,0.61,0.2675
"3689","F",1.306,0.516,0.3305
"3690","M",1.273,0.5065,0.2925
"3691","M",1.4865,0.6445,0.296
"3692","M",1.3655,0.6155,0.2885
"3693","M",1.276,0.6215,0.2305
"3694","M",1.2075,0.55,0.2695
"3695","F",1.281,0.5985,0.246
"3696","M",1.4275,0.69,0.306
"3697","M",1.155,0.4955,0.2025
"3698","F",1.35,0.575,0.3155
"3699","M",1.3685,0.5975,0.296
"3700","F",1.431,0.622,0.309
"3701","M",1.261,0.5,0.2335
"3702","F",1.764,0.8505,0.3615
"3703","F",1.278,0.5605,0.3045
"3704","M",1.217,0.532,0.2735
"3705","F",1.46,0.6435,0.328
"3706","F",1.5575,0.7035,0.402
"3707","M",1.527,0.809,0.318
"3708","F",1.4985,0.62,0.375
"3709","M",1.885,0.89,0.41
"3710","M",1.432,0.637,0.247
"3711","M",1.4385,0.655,0.3255
"3712","F",1.564,0.612,0.394
"3713","M",2.14,1.2455,0.3725
"3714","F",1.792,0.873,0.367
"3715","M",2.548,1.1945,0.5745
"3720","F",0.6475,0.323,0.1325
"3721","M",0.6485,0.2735,0.163
"3724","F",0.9145,0.4145,0.199
"3725","M",0.976,0.45,0.2285
"3727","M",0.775,0.3445,0.157
"3729","M",0.681,0.3435,0.142
"3730","M",0.6145,0.3415,0.155
"3731","F",1.1655,0.502,0.301
"3732","F",1.764,0.914,0.377
"3733","M",1.1215,0.533,0.273
"3734","M",1.167,0.4895,0.2955
"3735","M",1.0375,0.476,0.2325
"3736","M",1.223,0.565,0.2975
"3737","M",1.124,0.556,0.2315
"3738","F",1.2635,0.512,0.322
"3739","F",1.238,0.647,0.2485
"3740","F",1.4045,0.694,0.318
"3741","F",1.37,0.6065,0.2955
"3742","F",1.8185,0.819,0.4025
"3743","F",1.7525,0.7105,0.4215
"3759","M",0.7905,0.307,0.171
"3760","M",0.702,0.2975,0.1395
"3761","M",0.675,0.294,0.156
"3766","F",0.846,0.346,0.1715
"3767","M",0.86,0.3345,0.1935
"3768","M",0.8875,0.3345,0.22
"3769","F",0.898,0.3895,0.2325
"3772","M",1.0535,0.516,0.2185
"3773","F",0.927,0.333,0.207
"3775","M",0.8275,0.321,0.1975
"3776","F",0.9845,0.442,0.2155
"3777","M",0.9565,0.4025,0.2365
"3779","M",1.1785,0.526,0.2975
"3780","M",1.2205,0.4985,0.315
"3781","M",0.9685,0.49,0.182
"3782","F",1.107,0.4895,0.24
"3784","M",1.2555,0.527,0.374
"3785","M",1.177,0.5055,0.278
"3786","M",1.2425,0.5995,0.248
"3787","M",1.09,0.407,0.224
"3788","F",1.072,0.433,0.2975
"3789","F",1.129,0.5015,0.24
"3790","F",1.2075,0.5105,0.262
"3791","F",1.227,0.528,0.258
"3792","F",1.472,0.6275,0.27
"3793","F",1.5785,0.678,0.229
"3794","M",1.4755,0.6275,0.379
"3795","M",1.5545,0.6645,0.278
"3796","F",1.593,0.686,0.318
"3797","M",1.8995,0.675,0.478
"3798","F",1.361,0.5465,0.2815
"3799","F",1.4575,0.607,0.318
"3800","M",2.381,0.8155,0.4695
"3805","M",0.359,0.173,0.0875
"3807","F",0.5885,0.318,0.121
"3808","M",0.623,0.2855,0.1285
"3809","F",0.5375,0.221,0.117
"3811","M",0.8625,0.4225,0.155
"3812","F",1.137,0.4605,0.2825
"3816","M",0.5315,0.2725,0.097
"3817","M",0.562,0.289,0.0905
"3818","M",0.836,0.406,0.1605
"3819","M",0.9275,0.477,0.1605
"3820","M",0.8815,0.3605,0.1955
"3821","M",1.03,0.4275,0.207
"3822","F",1.1685,0.4815,0.2305
"3823","F",1.059,0.4735,0.263
"3824","M",1.127,0.535,0.2635
"3825","M",1.1665,0.4605,0.2565
"3826","F",1.541,0.5985,0.395
"3827","M",1.7825,0.5565,0.3235
"3828","M",1.543,0.7525,0.351
"3829","F",1.47,0.5375,0.38
"3830","M",0.6335,0.2305,0.125
"3831","F",0.754,0.256,0.1775
"3832","F",0.4485,0.165,0.083
"3833","M",0.8105,0.345,0.187
"3834","M",0.22,0.0855,0.04
"3835","F",0.4425,0.175,0.0755
"3836","M",0.3555,0.146,0.072
"3839","M",0.79,0.372,0.205
"3840","F",0.8255,0.375,0.204
"3841","M",0.62,0.255,0.15
"3842","F",0.9525,0.3915,0.195
"3843","M",0.955,0.44,0.1685
"3844","M",0.91,0.326,0.1895
"3845","M",0.416,0.1625,0.097
"3847","M",0.515,0.2495,0.087
"3848","F",1.604,0.6175,0.4255
"3849","M",0.3435,0.1645,0.085
"3850","F",0.3005,0.1255,0.0575
"3851","M",0.8255,0.2425,0.202
"3852","M",0.785,0.282,0.186
"3853","F",0.9685,0.446,0.261
"3854","F",0.731,0.236,0.183
"3855","M",0.4405,0.19,0.085
"3857","M",1.373,0.443,0.3375
"3858","F",0.9765,0.322,0.244
"3859","F",1.018,0.447,0.207
"3860","F",1.082,0.3575,0.194
"3861","F",1.423,0.4155,0.3385
"3862","M",0.655,0.266,0.1725
"3863","F",1.4155,0.508,0.314
"3865","M",0.782,0.285,0.1405
"3866","F",0.717,0.289,0.1745
"3867","F",0.6355,0.2505,0.1635
"3868","F",0.3975,0.1505,0.0945
"3869","F",0.656,0.2455,0.171
"3870","M",0.744,0.2875,0.204
"3871","F",0.447,0.203,0.082
"3872","F",0.578,0.191,0.1445
"3874","F",0.708,0.274,0.151
"3875","M",0.1385,0.048,0.046
"3876","M",0.8615,0.2925,0.1545
"3877","F",1.626,0.587,0.4055
"3878","M",0.478,0.18,0.1185
"3879","F",1.1775,0.5655,0.2385
"3881","F",1.058,0.439,0.2645
"3882","F",1.5415,0.5985,0.2565
"3883","M",0.817,0.2945,0.153
"3886","F",0.4915,0.2205,0.088
"3887","F",0.9705,0.4315,0.263
"3888","F",0.9315,0.431,0.222
"3889","M",1.221,0.4605,0.263
"3890","M",0.7365,0.2955,0.184
"3891","F",0.97,0.342,0.196
"3892","F",0.8085,0.273,0.112
"3894","M",0.6295,0.263,0.1425
"3895","F",1.053,0.4405,0.192
"3896","M",1.829,0.7035,0.386
"3897","F",1.1765,0.488,0.244
"3898","F",0.8765,0.3455,0.1925
"3900","M",0.476,0.2055,0.1015
"3901","F",0.813,0.3315,0.166
"3903","M",1.064,0.413,0.228
"3904","M",0.853,0.292,0.179
"3905","M",0.219,0.0835,0.0515
"3906","M",0.0635,0.0245,0.0135
"3909","F",0.458,0.1985,0.111
"3910","M",0.4745,0.1865,0.0935
"3916","F",0.712,0.2845,0.153
"3918","F",1.3065,0.479,0.3565
"3920","M",0.125,0.042,0.0285
"3921","M",0.2225,0.0875,0.043
"3923","M",0.266,0.0995,0.066
"3924","F",0.7105,0.27,0.1455
"3925","F",0.487,0.1955,0.127
"3929","F",1.498,0.564,0.323
"3930","F",1.597,0.6275,0.35
"3932","F",0.541,0.171,0.1175
"3935","M",0.77,0.263,0.157
"3936","F",0.541,0.186,0.1025
"3937","M",0.739,0.237,0.161
"3938","F",0.205,0.0745,0.0465
"3939","M",0.8695,0.3075,0.2575
"3940","M",0.6555,0.2595,0.18
"3941","F",1.0905,0.391,0.2295
"3942","F",0.6295,0.2555,0.144
"3943","M",1.0985,0.3765,0.215
"3944","M",0.991,0.348,0.168
"3946","M",0.8005,0.2635,0.1985
"3947","M",0.6175,0.202,0.1445
"3948","F",0.772,0.2855,0.1975
"3949","F",0.7155,0.2355,0.171
"3950","F",0.717,0.2115,0.166
"3951","F",0.6355,0.1815,0.157
"3954","M",0.556,0.296,0.104
"3956","F",0.686,0.281,0.1255
"3957","F",1.016,0.4935,0.1855
"3958","F",1.438,0.5185,0.3735
"3959","F",1.807,0.8225,0.3655
"3960","M",1.777,0.769,0.38
"3961","M",2.173,1.133,0.4665
"3962","F",2.1505,1.0745,0.382
"3972","M",0.4015,0.199,0.087
"3978","M",0.599,0.251,0.1345
"3979","M",0.6245,0.282,0.143
"3980","F",0.7745,0.416,0.163
"3981","M",0.9795,0.444,0.205
"3983","F",0.874,0.3545,0.2075
"3984","M",1.262,0.6245,0.2455
"3985","M",1.21,0.53,0.2555
"3986","F",1.37,0.6135,0.283
"3987","F",1.759,0.6865,0.313
"3988","M",1.3855,0.621,0.302
"3989","F",1.8065,0.758,0.3735
"3990","M",1.5945,0.6705,0.3845
"3991","M",1.4545,0.6315,0.3105
"3992","M",2.003,0.8105,0.4045
"3993","M",2.2385,0.984,0.411
"4004","M",0.5815,0.2565,0.1265
"4005","F",0.7545,0.3525,0.1835
"4006","M",0.98,0.4315,0.2545
"4007","F",1.0035,0.503,0.2105
"4008","M",1.133,0.5515,0.223
"4009","M",1.146,0.597,0.246
"4010","M",1.142,0.62,0.237
"4011","M",1.12,0.5775,0.2095
"4012","F",1.011,0.479,0.2385
"4013","M",1.131,0.5425,0.2265
"4014","M",1.065,0.4865,0.259
"4015","M",1.181,0.665,0.229
"4016","F",1.382,0.646,0.3115
"4017","M",1.4385,0.6775,0.285
"4018","M",1.2275,0.61,0.274
"4019","M",1.4415,0.7055,0.3555
"4020","F",1.473,0.713,0.282
"4021","F",1.658,0.708,0.3615
"4022","M",1.7475,0.8215,0.383
"4034","M",0.6925,0.327,0.155
"4040","F",0.9585,0.447,0.169
"4042","F",0.9575,0.4815,0.1945
"4043","F",0.926,0.4025,0.208
"4044","F",0.873,0.3615,0.249
"4045","M",0.998,0.445,0.214
"4046","M",0.6655,0.285,0.149
"4047","M",1.003,0.4655,0.2195
"4048","F",1.234,0.6335,0.192
"4049","M",1.025,0.46,0.1945
"4050","M",1.2935,0.5805,0.317
"4051","M",1.0565,0.4615,0.258
"4052","M",1.7855,0.675,0.247
"4053","F",1.2255,0.5075,0.296
"4054","F",1.2565,0.539,0.292
"4055","F",1.159,0.4675,0.3355
"4056","M",1.403,0.5755,0.2515
"4057","F",1.826,0.797,0.409
"4058","F",1.7715,0.8195,0.331
"4059","M",0.6125,0.302,0.1365
"4061","M",0.911,0.375,0.2145
"4062","M",1.1955,0.5845,0.257
"4063","F",1.336,0.553,0.3205
"4064","F",1.36,0.653,0.347
"4075","M",0.7805,0.3795,0.1625
"4078","M",0.8265,0.4405,0.159
"4079","M",0.7275,0.343,0.1625
"4081","M",0.9355,0.425,0.1645
"4083","M",1.0145,0.516,0.164
"4084","F",1.1,0.506,0.2485
"4085","M",1.218,0.639,0.241
"4086","M",0.874,0.369,0.2135
"4088","M",1.0105,0.423,0.219
"4089","M",1.0765,0.488,0.249
"4090","M",1.337,0.5995,0.2815
"4091","M",1.3705,0.645,0.303
"4092","F",1.7015,0.7465,0.4105
"4093","M",1.2435,0.5175,0.308
"4094","M",1.4135,0.667,0.2945
"4095","F",1.073,0.467,0.1975
"4096","F",1.477,0.684,0.3005
"4097","M",1.2915,0.594,0.2695
"4098","F",1.3105,0.577,0.3315
"4099","M",1.4915,0.728,0.343
"4100","F",1.494,0.7365,0.3055
"4101","F",1.1965,0.475,0.304
"4102","M",1.672,0.7075,0.364
"4103","M",1.9125,0.8825,0.4385
"4104","F",1.907,0.8725,0.4565
"4105","F",1.79,0.844,0.3535
"4106","F",1.7495,0.7755,0.4225
"4109","M",0.5305,0.2405,0.127
"4110","M",1.2825,0.569,0.291
"4112","F",1.6645,0.7755,0.35
"4114","F",0.9645,0.531,0.189
"4115","F",1.1,0.547,0.2665
"4116","M",1.2415,0.6575,0.2625
"4117","F",1.3185,0.6185,0.302
"4118","M",1.3455,0.586,0.278
"4120","M",0.197,0.073,0.0365
"4126","M",0.7385,0.321,0.1485
"4128","M",0.9205,0.404,0.2275
"4130","M",0.824,0.3465,0.1765
"4133","M",0.997,0.4055,0.283
"4134","F",0.914,0.3895,0.2225
"4135","F",1.13,0.4405,0.267
"4136","F",1.0805,0.52,0.19
"4137","M",1.105,0.492,0.226
"4138","M",1.229,0.535,0.29
"4139","F",1.2355,0.5205,0.3085
"4140","F",1.2395,0.468,0.2385
"4141","F",1.357,0.5725,0.281
"4142","M",1.402,0.624,0.2935
"4143","F",1.359,0.642,0.3255
"4144","M",1.669,0.7465,0.2935
"4145","M",1.7405,0.6205,0.297
"4146","M",1.51,0.664,0.4095
"4147","M",1.6645,0.727,0.36
"4148","M",2.0505,0.8005,0.526
"4156","M",0.4895,0.2185,0.107
"4157","M",0.5135,0.241,0.1045
"4159","F",0.8025,0.35,0.1615
"4160","F",1.053,0.458,0.217
"4161","F",0.9945,0.4255,0.263
"4162","M",0.3175,0.137,0.068
"4167","M",0.577,0.269,0.1265
"4168","F",0.615,0.2865,0.123
"4169","M",0.791,0.375,0.18
"4170","M",0.8395,0.3155,0.1955
"4171","M",0.8675,0.4,0.172
"4172","F",0.887,0.37,0.239
"4173","M",0.966,0.439,0.2145
"4174","M",1.176,0.5255,0.2875
"4175","F",1.0945,0.531,0.261
"4176","M",1.9485,0.9455,0.3765
